pre,post
10.137001231619204,7.097954098256228
8.364283610093427,6.277575981141524
9.995224990617537,3.923076923076923
11.69653988263754,4.511523706448427
10.27877747262087,4.824181513244218
10.137001231619204,5.404340528845693
10.420553713622535,5.838742081211422
9.995224990617537,1.414213562373095
10.27877747262087,3.2931992485002453
9.66509914145434,5.396315277968382
10.27877747262087,4.8074734780585135
8.024859748540146,1.414213562373095
10.987658677629206,5.761545131199665
9.569896267612537,4.522670168666455
8.709770584059203,3.165869118066518
11.412987400634208,1.414213562373095
8.8610150626042,4.379978370530589
10.562329954624204,4.773552349189946
11.980092364640877,5.668723509707296
9.569896267612537,4.718142596956708
11.554763641635876,3.3263367431804403
8.528028654224418,3.9106257338913486
7.273098320775917,8.436614877321075
9.853448749615868,4.447495899966607
10.84588243662754,4.216691570992364
10.758304548174356,6.260990336999411
10.704106195625872,5.106485139133421
10.84588243662754,5.192034211302627
11.980092364640877,5.522147919701067
10.987658677629206,3.46279317255467
10.704106195625872,5.746404442881133
5.458385278564187,1.414213562373095
10.420553713622535,6.094000500924098
10.137001231619204,6.053974100509396
11.129434918630873,5.2478450149193145
10.84588243662754,5.455352377731194
10.27877747262087,7.1066767457745
9.853448749615868,3.4097468566410654
10.118650936473378,7.131581834309935
10.987658677629206,5.971838673545791
11.412987400634208,2.1879748724684185
8.8610150626042,6.529286250990105
10.27877747262087,3.0790723757779666
11.980092364640877,5.878838972412104
10.137001231619204,1.876388374866284
10.27877747262087,3.2024699769846983
10.137001231619204,5.336686798820085
8.435686339599197,5.203177813676041
9.2863437856092,3.938631807216881
10.562329954624204,5.248471023777467
6.915148379350492,5.852557320049589
5.976143046671968,5.671627986454718
10.37576819597304,4.110960958218893
9.94936676326182,5.0963686064660765
11.129434918630873,4.96736336452053
5.741937760567521,0.129701310350135
10.420553713622535,3.854496446637726
9.569896267612537,3.6813241149434
11.980092364640877,1.0
10.944303439588005,5.2511396939242045
8.8610150626042,6.08276253029822
11.129434918630873,5.938003621222348
11.27121115963254,4.996102376957357
9.995224990617537,4.925182813112043
9.428120026610868,-3.4199496610995253
9.2863437856092,6.16934141385148
10.420553713622535,5.571428571428571
10.420553713622535,5.4097895323949645
9.995224990617537,5.093248125762993
10.704106195625872,6.064784348631227
4.678802379866514,-0.7778444682625973
10.09150057416556,3.896637497097181
10.987658677629206,5.353306897315164
10.944303439588005,-2.505353514149218
11.69653988263754,6.91860188355432
9.995224990617537,5.65685424949238
9.995224990617537,2.359071298478354
10.704106195625872,4.385435462858282
11.27121115963254,10.935483314496777
9.144567544607533,4.522670168666455
5.316609037562519,2.515852319589289
9.995224990617537,5.028314888437671
9.711672508614202,5.761545131199665
9.428120026610868,6.619276003825102
7.7231508352180605,6.990308060426308
12.121868605642543,6.00832755431992
9.711672508614202,3.7032803990902057
10.987658677629206,4.5850407708172565
9.09656389783938,7.414573731136392
9.995224990617537,5.923306635429758
10.562329954624204,5.0
9.428120026610868,4.871180048173994
11.412987400634208,6.576581830360554
8.71923882160253,4.040622868547515
11.228571061395485,5.2759530656719935
9.995224990617537,4.446486458999438
11.554763641635876,-0.8951673046482753
10.704106195625872,7.560743029943232
10.704106195625872,10.500026873017315
9.428120026610868,0.3220783132004154
10.987658677629206,5.600073637218357
8.597853041491051,3.2857142857142856
9.853448749615868,4.511523706448427
10.704106195625872,6.020682584602048
11.27121115963254,1.0
10.137001231619204,4.638594214995608
11.27121115963254,6.249324287797365
11.129434918630873,6.260990336999411
10.137001231619204,3.877458198475498
9.002791303605866,3.960776064810168
9.144567544607533,1.414213562373095
10.84588243662754,3.7255225233903975
6.863036195648746,5.215909727527336
9.853448749615868,5.582449524183669
10.562329954624204,6.081118318204308
8.71923882160253,4.029515382729439
10.27877747262087,5.013026509266503
11.554763641635876,4.90857592862317
12.547197328647544,5.429505701603295
9.428120026610868,3.4822045464036155
6.037383539249432,6.081118318204308
10.987658677629206,4.559354065786809
10.987658677629206,4.952782515395638
11.412987400634208,6.74929190185686
10.420553713622535,6.635044048369952
11.129434918630873,2.7774602993176543
9.144567544607533,4.242640687119285
11.27121115963254,6.265107527173338
10.987658677629206,5.936657514041415
8.577462580600864,1.414213562373095
9.995224990617537,5.456276177089132
6.592595206577523,-14.75
10.137001231619204,5.065774271078138
10.562329954624204,5.98769229473204
10.704106195625872,5.769143685844939
9.711672508614202,4.6923076923076925
10.27877747262087,2.176428750330035
9.995224990617537,0.933007822647968
10.27877747262087,4.970674233862171
10.84588243662754,5.923076923076923
7.699607172920184,-6.977407149243606
10.704106195625872,3.603169801442301
10.27877747262087,3.923076923076923
9.569896267612537,5.685352436149612
10.27877747262087,3.1840117830313943
7.248824356090754,6.5001843178585474
10.84588243662754,6.123024462749481
11.27121115963254,6.47379741033444
9.995224990617537,4.7203217184582345
11.27121115963254,4.899637906305243
11.129434918630873,-2.587274448341005
10.562329954624204,4.26995996931293
10.562329954624204,5.289624982012536
9.428120026610868,5.971838673545791
8.29391009859753,0.399043442233811
10.27877747262087,4.743416490252569
9.144567544607533,5.028314888437671
11.83831612363921,5.800530479719407
7.390958166994495,12.448111226139098
8.8610150626042,3.3728836454911257
11.412987400634208,5.155066696336543
9.711672508614202,5.309907904212606
9.2863437856092,5.040495353295488
9.2863437856092,4.511842766121048
8.71923882160253,4.529039094769576
10.704106195625872,4.019363071819414
6.529880876577695,5.377913277425752
10.987658677629206,4.667679727932626
9.995224990617537,3.6813241149434
10.27877747262087,3.064483880282937
9.995224990617537,3.608439182435162
10.704106195625872,5.820652884342099
8.010357616594195,3.7142857142857135
10.27877747262087,6.2092042056506624
9.428120026610868,7.0699798715848825
10.562329954624204,4.603171644550004
10.27877747262087,6.285393610547089
4.798687035041354,4.141208313911847
7.222222222222222,6.912635560098647
11.412987400634208,3.833394742814427
10.987658677629206,5.246313898711125
10.502279387848407,4.337766270353465
11.554763641635876,7.167432805632419
11.554763641635876,6.887026769553818
9.995224990617537,3.659965687982512
11.27121115963254,5.2511396939242045
10.09150057416556,3.4317736032107757
8.71923882160253,2.2073657984384787
10.84588243662754,4.54858826147342
10.27877747262087,5.231865230785618
4.433981751739319,-25.706294157696743
10.420553713622535,4.992664776517709
10.420553713622535,4.093729435326078
10.987658677629206,5.913164739915446
10.27877747262087,5.060243137049899
10.571428571428571,6.0062587780306735
9.428120026610868,6.488856845230502
9.711672508614202,4.801351906749841
6.6,4.83254957072717
7.739789908394605,4.55691036764664
10.704106195625872,3.917872736059236
10.987658677629206,4.898979485566357
9.711672508614202,4.497952750682073
10.704106195625872,5.640760748177662
10.562329954624204,5.910828046793255
9.569896267612537,5.98769229473204
11.27121115963254,4.281461093004243
9.09656389783938,6.094000500924098
3.872983346207417,1.0801234497346432
8.435686339599197,3.1125388494237263
10.27877747262087,6.068450128041075
10.562329954624204,2.917299829957891
10.987658677629206,3.3565855667130946
11.27121115963254,5.029851011471889
10.420553713622535,7.951871356134738
9.002791303605866,1.414213562373095
9.853448749615868,3.2024699769846983
9.144567544607533,1.994108971003163
11.27121115963254,5.029851011471889
9.853448749615868,6.571428571428571
10.562329954624204,8.53468195188904
11.83831612363921,3.97778642087865
10.27877747262087,4.72455591261534
9.569896267612537,1.414213562373095
9.853448749615868,6.274210251953172
5.2532861073211246,8.252131507592729
10.704106195625872,1.558387444947959
10.84588243662754,3.2515115014443907
10.704106195625872,4.460761787175497
10.704106195625872,6.577497476540163
6.277372492166241,7.551038459588311
9.711672508614202,4.565557071951408
10.137001231619204,1.414213562373095
10.420553713622535,4.812133259379263
10.704106195625872,4.7203217184582345
10.27877747262087,3.4615384615384617
12.121868605642543,6.46954963376649
12.40542108764588,5.408420485294111
9.002791303605866,1.6867605906952476
9.144567544607533,4.885699182018388
9.711672508614202,1.414213562373095
10.987658677629206,0.0745586147204349
11.27121115963254,6.640783086353596
10.137001231619204,1.414213562373095
10.420553713622535,6.246950475544243
10.562329954624204,-1.348399724926484
9.995224990617537,5.336686798820085
10.987658677629206,6.634888026970371
8.577462580600864,3.172675253389961
11.412987400634208,4.371914496377572
10.562329954624204,11.533333333333331
10.51790200687678,4.5016730490967305
10.420553713622535,5.232590180780451
9.995224990617537,3.751008356997824
9.995224990617537,3.6620480644702176
8.541723418669031,3.725401014221557
9.995224990617537,4.053011298379924
10.987658677629206,4.460761787175497
9.2863437856092,3.4743399734864924
10.84588243662754,4.399413450640599
10.84588243662754,3.41012181858802
9.711672508614202,5.2478450149193145
10.420553713622535,5.154835307167937
9.428120026610868,1.414213562373095
9.2863437856092,4.708841084337196
9.711672508614202,7.51625689070423
8.010357616594195,4.8666426339228765
9.569896267612537,4.389477864571922
6.325405337855594,2.794141892542798
10.84588243662754,6.652172325492229
10.27877747262087,4.5
8.8610150626042,1.414213562373095
9.851380077988756,6.593307069537073
0.5773502691896258,4.105783850192176
10.27877747262087,-1.3491570401925506
10.137001231619204,7.526830620570085
10.944303439588005,3.571374662665914
10.137001231619204,5.588283785085596
10.704106195625872,1.414213562373095
9.711672508614202,5.686544430914687
9.711672508614202,3.347545459894549
11.27121115963254,1.414213562373095
9.995224990617537,1.4201266762286782
5.458385278564187,1.414213562373095
9.002791303605866,1.414213562373095
11.412987400634208,0.5321520841901914
11.129434918630873,6.111753868860832
10.704106195625872,5.494144950992371
9.995224990617537,6.52299398661769
9.853448749615868,4.011887099014389
9.711672508614202,4.664786588701422
11.27121115963254,6.340987448923959
10.987658677629206,5.87445337490968
9.2863437856092,4.631852119190989
7.602631123499284,8.041131376518667
10.137001231619204,5.982326913009489
10.987658677629206,5.630666258598823
7.183697139158635,4.257145483916761
10.137001231619204,4.873532881937163
11.27121115963254,5.007815121437971
12.40542108764588,18.4
10.137001231619204,6.824947521834808
10.51790200687678,4.565557071951408
8.71923882160253,3.8575837490522975
10.137001231619204,3.3076923076923075
11.27121115963254,5.285714285714286
10.420553713622535,1.414213562373095
11.27121115963254,6.260990336999411
11.27121115963254,4.021998332699218
10.37576819597304,1.9757566798144264
10.27877747262087,7.014934235299815
9.667550799532345,4.857142857142857
11.554763641635876,6.00832755431992
9.853448749615868,6.789347398332044
10.987658677629206,6.4049399539693965
11.83831612363921,4.123105625617661
9.2863437856092,3.290725908572088
9.2863437856092,5.3471821259330685
7.868581375592528,3.597262640878851
10.420553713622535,5.872023755352614
6.666749174406927,4.346442943955464
9.144567544607533,4.269074841227312
9.995224990617537,1.4433756729740643
10.84588243662754,5.743513890226863
10.987658677629206,5.336995079959928
10.009002159236578,13.421491593601315
3.8890872965260113,4.438772657244647
9.127304766889967,5.5182813059347176
10.84588243662754,5.366563145999495
9.2863437856092,5.551276129563964
10.27877747262087,3.3264957192955777
8.010357616594195,3.188889161527418
8.8610150626042,6.3664833378988055
7.023590753145371,3.876494664558916
11.129434918630873,3.500452050373212
9.995224990617537,1.414213562373095
1.414213562373095,-0.9393364366277244
9.995224990617537,4.520394038593421
10.137001231619204,6.539320443624611
10.562329954624204,4.618802153517007
9.853448749615868,5.306789158538745
10.420553713622535,4.459980781508881
